Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
Cholesteryl laurate,0.017192125,0.008137198,0.009310776,0.006352625,0.023634573,0.007448646,0.002561864,0.013604689,0.012471771,0.027777942,0.00564649,0.019219612,0.008132047,0.038489972,0.00391196,0.021691963,0.018839203,0.014503793,0.011654084,0.048146663
Citraconic acid,0.00767741,0.022100287,0.031153156,0.003467312,0.002789106,0.015308987,0.005793826,0.012609895,0.014148638,0.032485527,0.070210023,0.049235251,0.001616786,0.033380682,0.015761609,0.001117214,0.037092996,0.044674207,0.018947124,0.030882407
Citrulline,0.003141811,0.016001306,0.018500434,0.006591196,0.00312654,0.003081986,0.005208279,0.003956712,0.008135753,0.02188796,0.174988401,0.039190165,0.006526834,0.10762281,0.093831308,0.063684104,0.045959219,0.015411321,0.008543438,0.064326518
Clorgiline,0.011789681,0.00065824,0.014974609,0.000783236,0.001252633,0.001012416,0.000377832,0.000746084,0.007381524,0.115872917,0.001977405,0.003674293,0.016438172,0.002542105,0.001707376,0.003829623,0.007733101,0.110320295,0.000889599,0.014509933
Cnidilide,0.00225447,0.001776235,0.003303347,0.000936202,0.00292262,0.001656384,0.000982971,0.002579599,0.003244793,0.00956003,0.001866742,0.043688094,0.001917554,0.020590635,0.000499789,0.001425393,0.002990576,0.02869537,0.001728812,0.016912509
Cortolone,0.002976116,0.001482797,0.004837235,0.001575581,0.001599633,0.001461521,0.000677756,0.001156077,0.0020611,0.007761248,0.001727079,0.019859148,0.001376157,0.056773283,0.006918878,0.000678806,0.02268147,0.009434494,0.002014707,0.10302467
Coumarinic acid,0.001537012,0.001246158,0.003685818,0.000772421,0.000990751,0.000742418,0.000282677,0.001132008,0.002847347,0.002577701,0.005774479,0.014235516,0.000788429,0.02309331,0.001961512,0.002800779,0.006938714,0.00384657,0.00429972,0.005800857
Cucurbitacin I,0.008167478,0.002208249,0.005136804,0.007402792,0.00348957,0.002098931,0.001779804,0.003630054,0.006145966,0.011121019,0.000797396,0.00830205,0.004550985,0.00454319,0.004413348,0.004123358,0.005287472,0.002815943,0.002059107,0.008144997
Cucurbitacin P,0.004106346,0.004436597,0.004227197,0.006657519,0.011555839,0.00448107,0.002519424,0.009160165,0.005857503,0.051518248,0.040340592,0.02903433,0.00338371,0.05778658,0.005290879,0.008012669,0.003760497,0.070011416,0.02384826,0.082849047
Cucurbitacin S,0.005106318,0.002614546,0.003836082,0.0013681,0.001918345,0.001807775,0.002387822,0.002811444,0.004052731,0.007374029,0.005840014,0.003659859,0.001975152,0.004598385,0.016288945,0.007337182,0.010590287,0.004476642,0.002618951,0.00524766
Cyclic GMP,0.000218958,0.000546769,0.000563388,0.000373816,0.000238576,0.001500824,9.70715e-05,0.003367757,0.000807479,0.000418268,0.000277122,0.000899581,0.006719795,0.000234221,0.00025179,0.000223288,0.000541472,0.001476619,0.004577322,0.000462562
Cyclostenol,0.010790185,0.007562352,0.004395918,0.005305505,0.011421319,0.007066265,0.002821588,0.010390089,0.009566433,0.009259675,0.005296865,0.008429306,0.007562488,0.002241318,0.002657104,0.003516263,0.006849052,0.011451514,0.004429848,0.001681578
Cytidine,0.09805359,0.079612694,0.105009398,0.064673205,0.06996407,0.070512972,0.042494944,0.149643054,0.110486638,0.125611318,0.060856387,0.112413321,0.079595382,0.048799732,0.04093223,0.04608572,0.098100925,0.103708122,0.077851367,0.022298518
Cytidine-5-Monophosphate,0.018483976,0.022934502,0.013320497,0.004863644,0.009368996,0.011639639,0.008869664,0.027413635,0.070007964,0.015167995,0.003704655,0.028026305,0.008695327,0.0530811,0.00473371,0.001727305,0.002871935,0.055659336,0.009538049,0.010606142
D-4-O-Methyl-myo-inositol,0.057245508,0.054941713,0.039469591,0.051185383,0.02676714,0.054171344,0.006112888,0.05666479,0.067349821,0.120297112,0.001094482,0.000937697,0.028390899,0.001034772,0.000673209,0.00064705,0.248234669,0.00251249,0.002147975,0.028044022
D-Aspartic acid,0.010117708,0.000563617,0.017214743,0.007991419,0.010647206,0.009656566,0.009993447,0.013809711,0.022507269,0.043061166,0.050018635,0.036680206,0.00028219,0.033512115,0.046883565,0.022293679,0.054039237,0.019798706,0.013925701,0.018606009
D-Glutamic acid,0.019563476,0.018560021,0.069803728,0.011631762,0.016306585,0.019415622,0.01301627,0.019315389,0.001746638,0.055497042,0.109000964,0.095202096,0.013082587,0.057579745,0.116206231,0.075272352,0.261408507,0.03901895,0.017926835,0.06255687
D-Histidine,0.006215348,0.006210049,0.024304226,0.005265613,0.004941264,0.007313887,0.00362844,0.006262432,0.02285444,0.037931928,0.070851366,0.05302066,0.005319639,0.097640298,0.06382449,0.007682241,0.048282693,0.030131274,0.011050234,0.024698178
D-Lysine,0.005199027,0.006212219,0.007252818,0.002831527,0.003904944,0.004449447,0.002696518,0.004282518,0.009106329,0.007594302,0.048624805,0.011919368,0.00495834,0.024551368,0.047193891,0.012857976,0.029130505,0.014008154,0.004075962,0.011059448
D-Phenyllactic acid,0.046537957,0.057003978,0.258109054,0.00695739,0.016777133,0.005855461,0.025921387,0.019968088,0.215585429,0.198915965,0.595682542,0.750158717,0.032493308,0.59509939,0.076730697,0.113107691,0.602025196,0.112301791,0.103282549,0.097065302
"DG(14:0/22:2(13Z,16Z)/0:0)",0.014052956,0.011632629,0.01016141,0.007427905,0.016796619,0.010471822,0.004762518,0.013008266,0.016151139,0.011541828,0.005634177,0.010234094,0.003161769,0.005388721,0.003471199,0.003155354,0.0110449,0.009597452,0.009465781,0.001868041
DG(17:0/0:0/5-iso PGF2VI),0.00516823,0.002432721,0.00451248,0.00276436,0.003437209,0.002055175,0.001744767,0.004038186,0.005064333,0.003809315,0.004418911,0.003557272,0.001803738,0.003736496,0.002470461,0.002489899,0.004412871,0.004728093,0.003953265,0.00093522
DG(18:2n6/0:0/20:4n6),0.035073139,0.018694082,0.168346774,0.00137018,0.002438913,0.001193535,0.091916171,0.002016111,0.003727515,0.039567353,0.164675554,0.142422347,0.003236648,0.127606975,0.397205386,0.117364267,0.475733026,0.007303739,0.029407817,0.075126696
"DG(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",0.002395891,0.001687112,0.01993228,0.000175986,0.000468021,0.000293383,0.005128081,0.000356904,0.000552607,0.004273714,0.007328115,0.009016643,0.000234124,0.002572916,0.004559265,0.002807123,0.045457807,0.001280493,0.001281459,0.00157982
DG(19:0/0:0/PGJ2),0.00113249,0.01053391,0.001684243,0.038856454,0.009596281,0.026707541,0.001086165,0.00219248,0.001066026,0.002149108,0.010083864,0.002285953,0.087050776,0.003395989,0.003714137,0.018704676,0.007366096,0.001911842,0.093474756,0.00514416
"DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)",0.005386696,0.004151307,0.033225292,0.000211439,0.001282711,0.000511082,0.01548374,0.000646939,0.000277687,0.006640304,0.01893003,0.010473989,0.000682973,0.00750871,0.021393762,0.012178329,0.093992454,0.001219472,0.003918825,0.005128722
"DG(20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",0.002765412,0.000942173,0.020800052,0.00039906,0.000190459,0.00237086,0.004863816,5.1448e-05,0.000120501,0.002382303,0.002029631,0.006314894,0.000485705,0.000812205,0.001748321,0.003244799,0.065281745,0.000666806,0.003943952,0.000350718
"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)",0.016666126,0.006438638,0.096087054,0.000739153,0.000622627,0.000554838,0.033229251,0.000684324,0.001342178,0.015598383,0.099064827,0.063401142,0.002231561,0.085897654,0.182887837,0.057646747,0.2425945,0.00371154,0.010392917,0.045785576
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0/0:0)",0.003201746,0.001041791,0.018489874,0.000149982,0.0002149,6.02023e-05,0.006188033,0.000212295,0.000847844,0.003414813,0.017375242,0.011041065,0.000443481,0.020397488,0.034988133,0.008608469,0.047965253,0.001020285,0.001712453,0.008566144
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0/0:0)",0.00972168,0.006798209,0.010775195,0.007714787,0.010500539,0.015428478,0.002737998,0.006876938,0.008300341,0.002871202,0.011453083,0.001265653,0.006740659,0.009357447,0.004089966,0.006807031,0.009153033,0.010577552,0.006193981,0.007163181
"DG(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/0:0/i-20:0)",0.010513419,0.04409952,0.018574885,0.266322986,0.046888905,0.197287056,0.005847072,0.008349165,0.001495838,0.003534607,0.04097633,0.003981398,0.217545291,0.00432364,0.014194456,0.132871462,0.025889856,0.003526094,0.097427042,0.01405846
DG(LTE4/0:0/19:0),0.0,0.014941655,0.043063097,0.023127009,0.033393392,0.135623778,0.004288463,0.012820738,0.018425567,0.004453352,0.005992364,0.0,0.02829847,0.194532137,0.001953495,0.083848507,0.002861795,0.006828565,0.004805924,0.000651455
DG(PGJ2/0:0/20:0),0.042152151,0.318588729,0.072301661,0.750735973,0.245252389,0.794668425,0.045287968,0.07557981,0.020104866,0.012700056,0.250286978,0.036770484,1.121031177,0.030131403,0.108142887,0.371674367,0.189116783,0.028864696,0.707899668,0.102578113
"DG(i-19:0/0:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))",0.002045851,0.003613082,0.002361401,0.044472246,0.004618684,0.040924522,0.001208153,0.001488498,0.000929753,0.001551257,0.005965045,0.001096585,0.055759843,0.002342497,0.002653819,0.015199093,0.006872423,0.001694123,0.031172225,0.004011389
"DG(i-20:0/0:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))",0.000488814,0.002245259,0.000613404,0.015557073,0.001224377,0.005895446,0.000470594,0.000536528,0.000292646,0.00060512,0.001600959,0.000417668,0.022594797,0.000440316,0.00105649,0.003978087,0.002492832,0.000266723,0.002160995,0.000571939
DGDG 10:0_24:1,0.001049808,0.00035714,0.003848451,0.000254063,0.00105218,0.0,0.000939877,0.00048822,0.000771765,0.00240347,0.003228225,0.005370247,0.001469622,0.016744051,0.007295155,0.002857482,0.00652827,0.002124652,0.001277774,0.010089186
DGDG 13:0_15:0,0.000930316,0.001184073,0.003381183,0.000305063,0.002319624,0.000786605,0.002364251,0.011345866,0.000697106,0.017085806,0.001904553,0.002636061,0.001956904,0.00357068,0.039663691,0.003743712,0.006375984,0.002482074,0.000838065,0.002434485
DGDG 14:0_14:0,0.001391985,0.000606807,0.014151183,0.00107585,0.001239387,0.001713901,0.003862071,0.00117592,0.002755726,0.002765023,0.006206793,0.006874281,0.002658147,0.005525409,0.022167721,0.005792038,0.011111729,0.003126624,0.002558004,0.005759059
DGDG 14:0_17:0,0.000444829,0.000247298,0.007672589,0.000308337,0.000150419,0.000250832,0.001601579,0.000245572,0.001183242,0.000879153,0.003133051,0.010418929,0.001132467,0.008714864,0.036467682,0.003109287,0.010144777,0.001327738,0.001971303,0.004326778
DGDG 15:0_16:1,0.001235142,0.000385758,0.001854291,0.0,0.000872705,0.000257261,0.00067007,0.000353926,0.000900938,0.001587452,0.002333521,0.001981104,0.001260769,0.002516607,0.008311872,0.002420376,0.003071924,0.00141204,0.001491494,0.001763583
DGDG 15:0_18:1,0.000598956,0.000396457,0.002565932,0.000281743,0.000357876,0.0,0.000632749,0.00023612,0.000480488,0.000940636,0.001503361,0.002634906,0.000331519,0.003536029,0.004517044,0.003749058,0.004263427,0.000696061,0.001100618,0.000923348
DGDG 16:1_18:2,0.001452484,0.000365951,0.005108871,0.000452652,0.000726537,0.000131539,0.000966091,0.000462208,0.001792652,0.003595849,0.004371791,0.002245288,0.005722524,0.036176616,0.016739723,0.004771854,0.004319502,0.001809596,0.003517597,0.00741117
DGDG 17:2_18:3,0.00059952,0.000317905,0.001955786,0.000160465,0.001181096,0.000336079,0.000345231,0.000488088,0.000973158,0.00472492,0.000777948,0.003466337,0.004823374,0.022687876,0.004712543,0.003259365,0.002901259,0.002213703,0.001359787,0.019967674
DGDG 18:0_18:4,0.001367344,0.00055322,0.011346443,0.000484909,0.003963763,0.000748022,0.00162465,0.000311255,0.002673056,0.024177633,0.006195788,0.022981691,0.010176656,0.193137766,0.028777606,0.015872484,0.01113583,0.011845192,0.00212456,0.181100474
DGDG 18:1_17:2,0.005121653,0.005135732,0.003577283,0.003739621,0.006358079,0.003853955,0.002157103,0.010554212,0.005061901,0.004281393,0.002322811,0.006287653,0.002815388,0.00245487,0.00190856,0.001420772,0.004348308,0.006408185,0.005098361,0.001410328
DGDG 18:1_18:1,0.001136716,0.001640968,0.002717324,0.000270769,0.000919225,0.000316657,0.001612204,0.001016478,0.000291585,0.001313546,0.001974727,0.004462736,0.001031977,0.007603927,0.003420884,0.003539774,0.006947779,0.000733037,0.001290391,0.003614178
DGDG 18:2_18:4,0.00117234,0.000603807,0.000949395,0.000685375,0.000522596,0.00225746,0.00015292,0.000295122,0.000363688,0.003586007,0.000555745,0.000657216,0.005230587,0.077306728,0.002163372,0.001023603,0.002291307,0.001604269,0.000782394,0.00589011
DGDG 20:0_16:3,0.000665047,0.000495218,0.003489484,0.000164625,0.001085388,0.000649803,0.001106615,0.000462591,0.000656074,0.003768997,0.003642685,0.007300166,0.004589827,0.026343865,0.011439512,0.007034052,0.009311964,0.002379241,0.000875977,0.0197923
DGDG 29:0,0.001922058,0.000643986,0.013081562,0.000293144,0.001180763,0.000406741,0.004222732,0.000746854,0.002708756,0.002886823,0.0078882,0.016657506,0.002867532,0.006416438,0.108486636,0.009650298,0.018493342,0.002857185,0.004371311,0.006794038
DGDG 32:0,0.000247178,0.00064012,0.003154723,0.000313294,0.000564983,0.000424109,0.000980632,0.000228503,0.000973592,0.00055929,0.001054421,0.006564578,0.000656029,0.002177075,0.010374271,0.000670545,0.003401827,0.001191067,0.001146208,0.001756826
DGDG 32:2,0.002080847,0.000561308,0.005865362,0.000732204,0.00054412,0.000911411,0.001532556,0.000694997,0.001610417,0.001712132,0.002624896,0.003675421,0.000860206,0.004856703,0.014758547,0.006088308,0.007689854,0.001748649,0.002111653,0.001562716
DGDG 33:2,0.002178813,0.00059184,0.01892523,0.000164637,0.002748656,4.76295e-05,0.004379856,0.000284962,0.003399349,0.010741742,0.016385208,0.029291519,0.00599569,0.097114683,0.040339953,0.013356955,0.031125977,0.00619501,0.003761035,0.058855613
DGDG 34:2,0.04579685,0.047992459,0.027735078,0.024899106,0.061259141,0.035176332,0.017822048,0.088542943,0.043775994,0.038521399,0.021961618,0.049791095,0.018274394,0.017709322,0.015828074,0.01770178,0.027943708,0.058033217,0.050022206,0.009534323
DGDG 36:3,0.00167979,0.000655742,0.00274268,0.000591463,0.002656252,0.001208233,0.000675818,0.001326098,0.002043849,0.005255391,0.00108373,0.004426021,0.003003449,0.039632962,0.00580258,0.003396117,0.0029186,0.003940437,0.001310083,0.033554167
DGDG 8:0_24:1,0.002152704,0.000879511,0.010325597,0.000653578,0.000880908,0.000516399,0.003859389,0.000509375,0.001493094,0.003648253,0.007975684,0.010214044,0.001268197,0.016849151,0.018643769,0.008352504,0.013055101,0.002269605,0.003014305,0.008602218
DHAP(18:0),0.002847982,0.001173493,0.002189976,0.00089801,0.002416383,0.00141399,0.001043975,0.001061454,0.002604383,0.003685035,0.002367472,0.001787897,0.002453708,0.002006374,0.004783064,0.00657922,0.002116629,0.001304301,0.001466061,0.00761292
DL-Norleucine,0.004336314,0.002056981,0.004701619,0.000881611,0.00293082,0.00268533,0.000830215,0.001480109,0.008865943,0.010685513,0.061668806,0.022231143,0.001503377,0.066212547,0.038569789,0.000174062,0.048004813,0.009107783,0.000685454,0.000488522
DL-a-TOCHOPHERYL ACETATE,0.009269443,0.008041798,0.075491725,0.010035331,0.011881311,0.009171463,0.070831476,0.014536151,0.044151163,0.017192566,0.008296231,0.032119291,0.008457436,0.012085437,0.020595235,0.157649168,0.006856157,0.013559813,0.009431341,0.366578206
DMG-MINO,0.015232326,0.025020873,0.001364161,0.008517428,0.005076037,0.007488631,0.004648734,0.003511298,0.04068189,0.023416942,0.001553023,0.011920181,0.016359535,0.053902874,0.001471398,0.018245651,0.001540888,0.075401323,0.029985159,0.001553426
Deoxycholic acid,0.000955163,0.000228331,0.000292226,0.001522054,0.000881349,0.001316884,0.001146413,0.000348478,0.000695977,0.00164114,0.011782425,0.014491735,0.000577129,0.01254783,0.000324784,0.002041905,0.013757328,0.0,0.00082693,0.013215418
Dermatan sulfate,0.012649733,0.002660141,0.001060251,0.000361266,0.005792525,0.000360308,0.012022399,0.07009189,0.000936259,0.006634974,0.057948865,0.035060174,0.003974133,0.008885321,0.026394882,0.013836176,0.015185575,0.014437854,0.00326565,0.019390316
Dihexyl phthalate,0.000952241,0.000496279,0.003382162,0.000710364,0.000988293,0.000774096,0.000897451,0.000618807,0.00108764,0.000857965,0.003193309,0.004403163,0.000566039,0.009991433,0.002570557,0.00195595,0.004013085,0.001425818,0.000551322,0.003373437
Dihydrocorticosterone,0.028574466,0.007925928,0.023530767,0.003232631,0.003682685,0.004945198,0.006643419,0.003321478,0.026718683,0.098044995,0.112084544,0.10222783,0.022136772,0.144751241,0.047347483,0.081511561,0.065651227,0.070963688,0.019752919,0.133460521
Dihydrodiethylstilbestrol,0.003112873,0.001257446,0.001426613,0.001339641,0.002662962,0.00158161,0.00090084,0.002098511,0.002544311,0.002016694,0.001093837,0.001689323,0.000891514,0.001857355,0.000625948,0.000928176,0.001124858,0.001804289,0.001595107,0.000569124
Dihydromethysticin,0.019503909,0.007779574,0.010552376,0.010339895,0.025569042,0.006600866,0.006405316,0.01054201,0.020443352,0.014641298,0.007943555,0.017666686,0.011798452,0.011155477,0.007112768,0.008287338,0.006474845,0.017788618,0.013263489,0.003934858
Diisobutyl phthalate,0.016394587,0.016521211,0.022579113,0.012489527,0.030702271,0.014552263,0.007845879,0.02748917,0.030369183,0.013636691,0.018141117,0.02688601,0.01810095,0.011581747,0.006335629,0.014047798,0.013203911,0.034840694,0.001950434,0.007681836
Diisononyl phthalate,0.0,7.61774e-05,0.000570486,0.0,0.0,7.58976e-05,0.000349301,0.0,0.000925952,0.001632292,0.002412397,0.002946971,0.000212767,0.007317686,0.002729634,0.000644315,0.000669619,0.001036786,0.001068129,0.002903028
Diphenylamine,0.007419749,0.004418036,0.005136548,0.005321149,0.010806201,0.007025195,0.002708804,0.006799698,0.009696457,0.005829267,0.003513856,0.004630775,0.003558454,0.002799936,0.001802654,0.002523607,0.004173265,0.007537313,0.00486411,0.002059835
Distearoyl phosphatidylglycerol,0.002130348,0.022947296,0.010274906,0.159806348,0.009540246,0.064133024,0.002270966,0.004579892,0.002482804,0.00260846,0.016853295,0.001405422,0.134899579,0.002018323,0.003534893,0.066581276,0.008075505,0.001716807,0.020181357,0.002504526
"Dl-3,4-Dihydroxymandelic acid",0.225769829,0.108898092,0.202539049,0.169390369,0.300350946,0.179010654,0.072290267,0.21701436,0.245483289,0.131022099,0.134454629,0.218868244,0.100131682,0.097234283,0.073012874,0.082728823,0.116142362,0.200978539,0.176560611,0.050267058
Dulcitol,0.027989502,0.010820591,0.018999148,0.009959354,0.011240887,0.019482008,0.003393008,0.06451988,0.017673423,0.053997244,0.000929529,0.001495987,0.008185221,0.000467068,0.000317123,0.001075138,0.044628201,0.0017073,0.001016979,0.004861655
ETHANOLAMINE PHOSPHATE,0.029690974,0.016394939,0.006124991,0.060205808,0.054611235,0.024028287,0.011324268,0.042270358,0.116689783,0.012168187,0.000761311,0.007515733,0.019456476,0.001801847,0.002400702,0.00027075,0.008452515,0.03564437,0.013265598,0.003899358
Eicosanoic acid,0.014425252,0.008420022,0.022663847,0.007506269,0.01148397,0.007775382,0.009550917,0.011928882,0.014226625,0.018368103,0.020276071,0.01403525,0.00927971,0.030518625,0.027356713,0.028846698,0.02801361,0.015612257,0.015090477,0.053982561
Embelin,0.050502038,0.024708993,0.047631889,0.041641502,0.054751864,0.051604582,0.006936658,0.067811456,0.076644986,0.048674066,0.033515899,0.069342482,0.040080608,0.017635079,0.014910425,0.001990975,0.042306648,0.062422757,0.04656041,0.012937819
Enalaprilat,0.010575426,0.005197125,0.024735557,0.001798994,0.008358597,0.006336637,0.003582258,0.003622233,0.017457909,0.007451631,0.014483706,0.037032135,0.017997106,0.00467533,0.030620901,0.0069714,0.002814132,0.012998201,0.009276839,0.001019616
Epanolol,0.000196889,0.000172048,0.0,3.7912e-05,0.0,0.000262774,8.92816e-05,0.0,0.0,6.55998e-05,0.005777405,0.010477269,0.0,0.00279083,0.001272757,0.000268795,0.000313165,0.002083141,0.000274506,0.000858147
Epothilone A,0.000164263,0.000790008,0.002347371,7.13845e-05,0.000152575,0.000103503,0.000277502,0.000101372,0.002383804,0.000744828,0.00295637,0.002936421,0.000260508,0.00216588,0.040490308,0.005015702,0.015822893,0.001378768,0.000499941,0.00199985
Erucic acid,0.009102274,0.002417906,0.01393275,0.000630366,0.00130887,0.00095216,0.006291792,0.001765602,0.004762773,0.016508289,0.024489628,0.007375459,0.003715949,0.025728463,0.024914571,0.032788805,0.024766047,0.004332391,0.007335036,0.059756475
"Ethyl 2Z,4E-decadienoic acid",0.005795525,0.002747049,0.003240414,0.002945193,0.004991732,0.004814181,0.001789218,0.004687915,0.00442057,0.004819674,0.00083275,0.002008479,0.002287541,0.001319096,0.001557079,0.001444612,0.002459302,0.001517496,0.003697326,0.001207778
Ethyl butylacetylaminopropionate,0.001907258,0.001681182,0.001786911,0.001655586,0.002698137,0.001284788,0.000589867,0.001815774,0.00246721,0.001090821,0.001218547,0.001855026,0.001413774,0.000918204,0.000784449,0.000946697,0.001642313,0.00241907,0.001942697,0.000583308
Ethyl octanoate,0.009174769,0.0048418,0.009051807,0.006011585,0.019447647,0.005155654,0.002879375,0.004643283,0.010154511,0.010017727,0.006400815,0.006180972,0.011246554,0.003601989,0.002733538,0.001731838,0.005206988,0.010142081,0.006034383,0.008308841
FA 16:1,0.281801493,0.052557739,0.145353787,0.036985553,0.014933513,0.035498795,0.028241287,0.021999662,0.066575514,0.540178249,0.31942898,0.119517524,0.189757799,0.338378544,0.157725596,0.576849445,0.431944417,0.065874952,0.046547859,1.073261126
FAD,0.001238836,0.000774299,0.004973,0.000523249,0.000352208,0.000579328,0.001688881,0.000903509,0.002275644,0.003852219,0.009239284,0.006076469,0.000333501,0.005393791,0.013098935,0.004087158,0.005009938,0.002645794,0.002125697,0.010983883
Flufenoxuron,0.000470601,0.005681262,3.10835e-05,0.003281416,0.000706148,0.002946141,0.000884328,0.003985409,0.011607596,0.00802614,0.002454582,0.027858607,0.001291736,0.001617575,3.52135e-05,0.00211324,8.68703e-05,0.006248511,0.005598691,0.009903732
Fluphenazine decanoate,0.009950317,0.002915523,0.003976296,0.002490466,0.008018049,0.004186373,0.002012134,0.006313121,0.007950148,0.005570945,0.001785531,0.005445279,0.003832033,0.003605446,0.002188577,0.002094734,0.003493391,0.008679973,0.004994489,0.000227979
Fluphenazine enanthate,0.006373328,0.007670805,0.003491826,0.003897255,0.003279541,0.002205718,0.001761285,0.005465691,0.012517208,0.006451351,0.050261629,0.02555041,0.001570153,0.03985047,0.048644398,0.014238894,0.007143331,0.023415019,0.010311537,0.013155266
GPnEtn(16:0/18:1(9Z)),0.046154888,0.029112214,0.028102114,0.029337685,0.053293511,0.032668935,0.035214593,0.036722164,0.046849603,0.033160225,0.023823068,0.027683035,0.023979811,0.015967867,0.01309922,0.014535581,0.024304387,0.026262913,0.032930359,0.010095185
Galanolactone,0.003435611,0.007754561,0.009400598,0.000645695,0.000252221,0.001270217,0.002516523,0.00049413,0.003495014,0.007652695,0.010435948,0.023883953,0.000643255,0.032618534,0.015295025,0.006498171,0.009568335,0.014369029,0.001269237,0.027996117
Gamma-glutamyl-L-putrescine,0.000820395,0.001275797,0.000420146,0.000318574,0.00082056,0.000579748,0.000715952,0.00046843,0.000721315,0.000856453,0.005292211,0.003303888,0.000367444,0.002457538,0.002314336,0.000959324,0.001927067,0.001488938,0.000503711,0.002029109
Genistein,0.009897847,0.000129313,0.012787677,0.000106558,0.00022651,0.000307383,2.38483e-05,0.0001504,0.007833221,0.103531504,0.00132671,0.002845644,0.013939343,0.003218294,0.001444755,0.00352421,0.008445256,0.099339146,9.1447e-05,0.012708625
Gentianine,0.004097379,0.004436226,0.034283182,0.000873389,0.00144677,0.00068936,0.006311352,0.00136881,0.026758423,0.018617955,0.079558678,0.039192789,0.002112829,0.027760161,0.008655487,0.037451062,0.134579398,0.011495396,0.006515962,0.021723576
Gentisate aldehyde,0.002013447,0.001205204,0.001552323,0.001342961,0.003170822,0.001578074,0.000780841,0.00192552,0.002888226,0.001688474,0.001263667,0.00175499,0.001823428,0.007242898,0.000680334,0.001380237,0.002109274,0.002862721,0.001950667,0.001102945
Glucosylsphingosine,0.007466136,0.002385179,0.005513207,0.004626349,0.008776075,0.004924248,0.002860386,0.009156813,0.004866883,0.010104037,0.003125377,0.00594727,0.003719865,0.002625408,0.001938021,0.00557809,0.005959952,0.007231498,0.005848027,0.001812921
Glucuronolactone,0.003248069,0.002988264,0.001782427,0.000998552,0.004927274,0.004646297,0.000614052,0.000898193,0.003438492,0.003795251,0.037536587,0.035927795,0.002586518,0.008210281,0.004133568,0.003371048,0.0061836,0.004300217,0.004448825,0.015502855
Glycerol 3-phosphate,0.03481174,0.040474701,0.006201081,0.024876669,0.024484858,0.016751197,0.001016152,0.034854831,0.212189106,0.026767873,0.037375317,0.090501303,0.006626034,0.054939604,0.002995797,0.002338395,0.003861164,0.067392418,0.010475502,0.054308398
Glycodeoxycholic acid,0.066753157,0.042378802,0.049562235,0.047612371,0.08127227,0.049512735,0.019862916,0.067328966,0.072721341,0.051887921,0.033434175,0.05890715,0.030867945,0.026163014,0.019425631,0.017216411,0.03741082,0.074416545,0.049771187,0.015163688
Glycylleucine,0.000894768,0.000935119,0.000880861,0.000819123,0.001571095,0.001179939,0.000405888,0.001156885,0.001768541,0.001546912,0.012361376,0.002342529,0.00103414,0.003698911,0.004203308,0.000790905,0.004376153,0.001305316,0.001233141,0.005467939
Hexadecanoic acid,0.607210101,0.303849517,0.364862512,0.226978274,0.466376519,0.260806339,0.138756774,0.502104207,0.520797394,0.697799613,0.847652265,0.439030309,0.239287613,1.398500618,0.328758375,0.51802462,0.477618844,0.644649519,0.586926342,2.673484359
Hexylglutathione,0.000607641,0.013710563,0.008065429,0.000461898,0.000806353,0.000601039,0.001615346,0.000779193,0.002710709,0.009075208,0.010445397,0.012561948,0.000423904,0.02092902,0.007016385,0.016588901,0.035140157,0.006561458,0.002933377,0.007969965
Histidylleucine,0.130708231,1.215006828,0.015479858,0.107340008,0.157719034,0.032804526,1.649371843,0.385065834,0.087233442,0.016880389,0.052583382,0.008085906,0.076951869,0.237699631,0.370920484,0.00426899,0.005549066,0.009669063,0.001370518,0.203598276
Hordatine A,0.00216907,0.000981482,0.001467525,0.001323457,0.002572894,0.001806636,0.000777448,0.002125614,0.002195435,0.002139694,0.001114589,0.00236243,0.00113894,0.006309377,0.00072113,0.000845302,0.001384695,0.001983831,0.001514437,0.000353361
Indole-3-lactic acid,0.002264713,0.001768448,0.005411016,0.000508873,0.001186501,0.001071358,0.001114498,0.003207456,0.001282123,0.00758219,0.028591261,0.01976299,0.000677914,0.046570595,0.0076639,0.009060162,0.052943274,0.003387283,0.003347507,0.015335896
Isocitrate,0.442357411,0.550229276,0.019547424,0.16555285,0.948522338,0.970246335,0.082586348,0.507890559,0.394844753,0.209116655,0.010513112,0.181214655,0.562137464,0.00707707,0.009281358,0.004790053,0.005209331,1.099677118,0.228234518,0.059674162
