k141_946345_length_60364_cov_137.0318_3	iYS854.USA300HOU_RS07595	35.4	336	211	4	5	337	4	336	7.7e-54	209.1
k141_946345_length_60364_cov_137.0318_6	iYS854.USA300HOU_RS08170	24.8	298	154	9	155	449	114	344	3.2e-12	70.5
k141_946345_length_60364_cov_137.0318_18	iEK1008.Rv0125	29.5	288	178	7	109	385	79	352	1.2e-22	105.1
k141_946345_length_60364_cov_137.0318_20	iHN637.CLJU_RS03010	32.3	99	64	2	6	102	165	262	7.6e-07	50.8
k141_946345_length_60364_cov_137.0318_21	iAF987.Gmet_2161	32.3	127	79	3	12	132	465	590	4.1e-13	71.6
k141_946345_length_60364_cov_137.0318_27	iAF987.Gmet_3213	28.9	370	210	6	1	364	1	323	6.4e-40	162.2
k141_946345_length_60364_cov_137.0318_28	iLJ478.TM1737	57.7	196	82	1	1	195	103	298	1.1e-59	226.9
k141_946345_length_60364_cov_137.0318_28	iYO844.BSU23490	51.5	194	93	1	1	193	74	267	1.2e-53	206.8
k141_946345_length_60364_cov_137.0318_29	iAF987.Gmet_2347	31.1	312	193	7	12	317	27	322	5.9e-28	122.5
k141_946345_length_60364_cov_137.0318_29	iSDY_1059.SDY_2343	28.4	338	197	11	12	344	16	313	1.2e-25	114.8
k141_946345_length_60364_cov_137.0318_29	iML1515.b0915	28.1	338	198	11	12	344	16	313	2.1e-25	114.0
k141_946345_length_60364_cov_137.0318_29	iSbBS512_1146.SbBS512_E2409	27.5	353	211	11	12	359	16	328	2.8e-25	113.6
k141_946345_length_60364_cov_137.0318_29	iSF_1195.SF0911	27.5	353	211	11	12	359	16	328	3.6e-25	113.2
k141_946345_length_60364_cov_137.0318_29	iSSON_1240.SSON_0917	27.5	353	211	11	12	359	16	328	3.6e-25	113.2
k141_946345_length_60364_cov_137.0318_30	iAF987.Gmet_1750	37.1	221	136	2	329	547	53	272	4.9e-34	143.3
k141_946345_length_60364_cov_137.0318_31	iCN900.CD630_30840	38.3	373	205	5	1	349	1	372	4.6e-64	242.3
k141_946345_length_60364_cov_137.0318_31	iYO844.BSU40040	37.6	354	198	3	1	331	1	354	1.5e-59	227.3
k141_946345_length_60364_cov_137.0318_31	iHN637.CLJU_RS18905	36.0	378	216	7	1	354	1	376	3.2e-57	219.5
k141_946345_length_60364_cov_137.0318_37	iSynCJ816.SGL_RS11220	26.4	258	155	8	1	246	1	235	1.8e-12	70.5
k141_946345_length_60364_cov_137.0318_37	iMM904.YDL055C	37.3	126	72	4	1	120	1	125	4.1e-12	69.3
k141_946345_length_60364_cov_137.0318_37	iSynCJ816.SGL_RS17400	29.6	135	92	2	1	134	1	133	7.7e-11	65.1
k141_946345_length_60364_cov_137.0318_38	iYL1228.KPN_02833	52.6	529	225	9	2	514	7	525	2.3e-152	536.2
k141_946345_length_60364_cov_137.0318_38	iML1515.b2507	52.8	527	227	8	2	514	7	525	8.6e-152	534.3
k141_946345_length_60364_cov_137.0318_38	iSF_1195.SF2553	52.6	527	228	8	2	514	7	525	1.1e-151	533.9
k141_946345_length_60364_cov_137.0318_38	iAF987.Gmet_2292	53.2	524	222	8	3	514	8	520	1.9e-151	533.1
k141_946345_length_60364_cov_137.0318_38	iSDY_1059.SDY_2703	52.6	527	228	8	2	514	7	525	2.5e-151	532.7
k141_946345_length_60364_cov_137.0318_38	STM_v1_0.STM2510	52.9	527	226	8	2	514	7	525	3.3e-151	532.3
k141_946345_length_60364_cov_137.0318_38	iSbBS512_1146.SbBS512_E2882	52.6	527	228	8	2	514	7	525	4.2e-151	531.9
k141_946345_length_60364_cov_137.0318_38	iSSON_1240.SSON_2589	52.6	527	228	8	2	514	7	525	7.2e-151	531.2
k141_946345_length_60364_cov_137.0318_38	iNF517.LLMG_RS05125	50.1	515	246	5	3	514	7	513	6.8e-149	524.6
k141_946345_length_60364_cov_137.0318_38	iHN637.CLJU_RS18300	50.6	518	241	6	2	514	3	510	2.0e-148	523.1
k141_946345_length_60364_cov_137.0318_38	iPC815.YPO2870	51.6	529	230	9	2	514	7	525	5.7e-148	521.5
k141_946345_length_60364_cov_137.0318_38	iYO844.BSU06360	49.7	519	246	6	1	514	5	513	2.7e-145	512.7
k141_946345_length_60364_cov_137.0318_38	iSynCJ816.SGL_RS13520	48.1	526	249	7	3	514	27	542	1.7e-144	510.0
k141_946345_length_60364_cov_137.0318_38	iJN1463.PP_1032	49.6	528	238	7	4	514	9	525	2.9e-144	509.2
k141_946345_length_60364_cov_137.0318_38	iYS854.USA300HOU_RS02070	48.8	518	249	6	2	514	7	513	2.1e-142	503.1
k141_946345_length_60364_cov_137.0318_38	iLJ478.TM1820	49.6	518	235	11	5	514	2	501	4.9e-139	491.9
k141_946345_length_60364_cov_137.0318_38	iCN718.ABAYE_RS18570	48.9	521	251	6	2	514	9	522	1.1e-138	490.7
k141_946345_length_60364_cov_137.0318_38	iCN900.CD630_01980	47.1	516	257	7	5	514	6	511	5.4e-138	488.4
k141_946345_length_60364_cov_137.0318_38	iMM904.YMR217W	47.5	524	257	8	1	514	10	525	6.0e-137	485.0
k141_946345_length_60364_cov_137.0318_40	iML1515.b3291	58.6	140	46	3	4	141	3	132	6.2e-36	147.5
k141_946345_length_60364_cov_137.0318_41	iCN900.CD630_31740	65.8	342	107	4	1	341	1	333	7.8e-117	417.5
k141_946345_length_60364_cov_137.0318_41	iYS854.USA300HOU_RS04185	62.4	340	120	2	2	341	3	334	2.0e-112	402.9
k141_946345_length_60364_cov_137.0318_41	iNF517.LLMG_RS12755	63.5	342	115	4	1	341	2	334	2.2e-111	399.4
k141_946345_length_60364_cov_137.0318_41	iNF517.LLMG_RS02785	61.1	342	124	3	1	341	2	335	2.3e-108	389.4
