k141_473098_length_33822_cov_7.0058_5	iYL1228.KPN_03930	22.4	304	219	10	23	319	5	298	2.5e-08	57.0
k141_473098_length_33822_cov_7.0058_5	iSbBS512_1146.SbBS512_E3956	23.4	239	175	7	20	257	32	263	1.6e-07	54.3
k141_473098_length_33822_cov_7.0058_5	iSF_1195.SF3610	23.3	245	175	8	20	257	20	258	2.8e-07	53.5
k141_473098_length_33822_cov_7.0058_5	iML1515.b3566	23.3	245	175	8	20	257	20	258	4.8e-07	52.8
k141_473098_length_33822_cov_7.0058_6	iPC815.YPO3964	39.9	479	275	6	4	476	5	476	1.9e-92	337.0
k141_473098_length_33822_cov_7.0058_6	iHN637.CLJU_RS00620	36.8	494	303	5	1	489	1	490	5.6e-92	335.5
k141_473098_length_33822_cov_7.0058_6	iCN900.CD630_03010	34.6	497	321	4	1	495	1	495	3.6e-91	332.8
k141_473098_length_33822_cov_7.0058_6	iPC815.YPO0958	37.6	492	296	4	1	487	1	486	4.8e-91	332.4
k141_473098_length_33822_cov_7.0058_6	iYO844.BSU35940	36.4	492	296	5	6	489	3	485	9.0e-90	328.2
k141_473098_length_33822_cov_7.0058_6	iSSON_1240.SSON_4410	37.8	489	291	5	3	481	7	492	7.6e-89	325.1
k141_473098_length_33822_cov_7.0058_6	iML1515.b4485	38.0	474	287	4	3	472	7	477	9.9e-89	324.7
k141_473098_length_33822_cov_7.0058_6	iYL1228.KPN_04623	37.6	474	289	4	3	472	7	477	4.9e-88	322.4
k141_473098_length_33822_cov_7.0058_6	iSF_1195.SF4262	37.4	489	293	5	3	481	7	492	1.4e-87	320.9
k141_473098_length_33822_cov_7.0058_6	iNF517.LLMG_RS04060	36.9	496	299	6	6	495	3	490	7.1e-87	318.5
k141_473098_length_33822_cov_7.0058_6	iLJ478.TM0115	39.0	482	277	6	5	475	14	489	7.1e-87	318.5
k141_473098_length_33822_cov_7.0058_6	STM_v1_0.STM3882	36.7	491	310	1	5	495	4	493	2.7e-86	316.6
k141_473098_length_33822_cov_7.0058_6	iPC815.YPO2256	38.3	494	298	6	4	493	18	508	7.9e-86	315.1
k141_473098_length_33822_cov_7.0058_6	iPC815.YPO3907	36.5	493	306	4	5	493	4	493	1.3e-85	314.3
k141_473098_length_33822_cov_7.0058_6	iYL1228.KPN_04154	36.0	497	309	4	3	495	2	493	8.7e-85	311.6
k141_473098_length_33822_cov_7.0058_6	iLJ478.TM0956	36.3	501	302	6	5	492	12	508	3.3e-84	309.7
k141_473098_length_33822_cov_7.0058_6	iML1515.b3749	35.5	493	317	1	3	495	2	493	5.6e-84	308.9
k141_473098_length_33822_cov_7.0058_6	iML1515.b4087	36.8	497	286	7	1	477	1	489	1.8e-82	303.9
k141_473098_length_33822_cov_7.0058_7	iPC815.YPO2499	33.1	278	179	3	30	307	52	322	1.4e-30	131.0
k141_473098_length_33822_cov_7.0058_7	iLJ478.TM0955	30.9	311	190	7	14	309	22	322	3.2e-27	119.8
k141_473098_length_33822_cov_7.0058_8	iPC815.YPO0410	28.7	272	182	5	46	311	47	312	2.9e-25	113.2
k141_473098_length_33822_cov_7.0058_8	iPC815.YPO2499	27.0	315	218	2	3	314	25	330	7.2e-24	108.6
k141_473098_length_33822_cov_7.0058_8	iML1515.b1515	28.5	298	195	5	23	311	22	310	2.7e-23	106.7
k141_473098_length_33822_cov_7.0058_8	iSF_1195.SF1585	28.5	298	195	5	23	311	22	310	2.7e-23	106.7
k141_473098_length_33822_cov_7.0058_9	iYL1228.KPN_02547	37.4	521	306	8	5	508	9	526	4.8e-94	342.4
k141_473098_length_33822_cov_7.0058_10	iML1515.b1243	43.4	486	269	5	24	505	41	524	2.7e-116	416.4
k141_473098_length_33822_cov_7.0058_10	iSF_1195.SF1244	43.2	486	270	5	24	505	41	524	7.7e-116	414.8
k141_473098_length_33822_cov_7.0058_10	iSSON_1240.SSON_1937	43.2	486	270	5	24	505	41	524	7.7e-116	414.8
k141_473098_length_33822_cov_7.0058_10	iSDY_1059.SDY_1301	43.2	486	270	5	24	505	41	524	1.7e-115	413.7
k141_473098_length_33822_cov_7.0058_10	iSbBS512_1146.SbBS512_E1412	43.0	486	271	5	24	505	41	524	6.5e-115	411.8
k141_473098_length_33822_cov_7.0058_10	iYL1228.KPN_02197	41.5	489	275	7	24	505	41	525	4.5e-108	389.0
k141_473098_length_33822_cov_7.0058_11	iML1515.b1243	42.5	527	290	7	4	520	17	540	2.0e-119	426.8
k141_473098_length_33822_cov_7.0058_11	iSSON_1240.SSON_1937	42.3	527	291	7	4	520	17	540	3.3e-119	426.0
k141_473098_length_33822_cov_7.0058_11	iSF_1195.SF1244	42.3	527	291	7	4	520	17	540	4.4e-119	425.6
k141_473098_length_33822_cov_7.0058_11	iSbBS512_1146.SbBS512_E1412	42.1	527	292	7	4	520	17	540	9.7e-119	424.5
k141_473098_length_33822_cov_7.0058_11	iSDY_1059.SDY_1301	42.1	527	292	7	4	520	17	540	4.8e-118	422.2
k141_473098_length_33822_cov_7.0058_11	iYL1228.KPN_02197	41.5	504	283	8	24	520	43	541	2.8e-110	396.4
k141_473098_length_33822_cov_7.0058_15	STM_v1_0.STM3597	54.5	448	200	4	4	449	5	450	2.0e-128	456.4
k141_473098_length_33822_cov_7.0058_15	iYL1228.KPN_03866	54.2	448	201	4	4	449	7	452	4.4e-128	455.3
k141_473098_length_33822_cov_7.0058_15	iPC815.YPO3977	53.8	448	203	4	4	449	5	450	1.4e-126	450.3
k141_473098_length_33822_cov_7.0058_15	iML1515.b3500	52.8	447	209	2	4	449	5	450	2.4e-126	449.5
k141_473098_length_33822_cov_7.0058_15	iSF_1195.SF3531	52.8	447	209	2	4	449	5	450	3.2e-126	449.1
k141_473098_length_33822_cov_7.0058_15	iSSON_1240.SSON_3735	52.8	447	209	2	4	449	5	450	3.2e-126	449.1
k141_473098_length_33822_cov_7.0058_15	iSbBS512_1146.SbBS512_E3822	52.6	447	210	2	4	449	5	450	9.2e-126	447.6
k141_473098_length_33822_cov_7.0058_15	iSDY_1059.SDY_3562	52.6	447	210	2	4	449	5	450	1.6e-125	446.8
k141_473098_length_33822_cov_7.0058_15	iMM1415.14782	52.9	461	201	6	3	449	42	500	1.1e-123	440.7
k141_473098_length_33822_cov_7.0058_17	iPC815.YPO3627	45.8	203	94	5	7	197	12	210	2.3e-37	152.9
k141_473098_length_33822_cov_7.0058_17	iYL1228.KPN_00312	43.6	204	101	5	8	197	2	205	1.4e-34	143.7
k141_473098_length_33822_cov_7.0058_18	iCN900.CD630_19800	28.9	242	172	0	1	242	10	251	4.9e-28	122.1
k141_473098_length_33822_cov_7.0058_23	STM_v1_0.STM0627	49.1	458	218	4	3	457	7	452	7.6e-115	411.4
k141_473098_length_33822_cov_7.0058_23	iYL1228.KPN_00654	49.8	458	215	4	3	457	7	452	1.9e-113	406.8
k141_473098_length_33822_cov_7.0058_23	iML1515.b0621	49.3	458	217	4	3	457	7	452	2.4e-113	406.4
k141_473098_length_33822_cov_7.0058_23	iSF_1195.SF0659	49.3	458	217	4	3	457	7	452	2.4e-113	406.4
k141_473098_length_33822_cov_7.0058_23	iSSON_1240.SSON_0574	49.8	444	208	4	17	457	7	438	1.2e-112	404.1
k141_473098_length_33822_cov_7.0058_23	iSbBS512_1146.SbBS512_E0536	49.1	458	218	4	3	457	7	452	2.1e-112	403.3
k141_473098_length_33822_cov_7.0058_28	iML1515.b3590	31.6	247	155	9	282	519	2	243	2.3e-15	81.6
k141_1949704_length_23093_cov_8.6266_4	iCN900.CD630_14520	40.4	146	85	1	1	144	1	146	1.4e-26	116.7
k141_1949704_length_23093_cov_8.6266_4	iCN718.ABAYE_RS15840	41.1	158	91	2	3	160	4	159	3.5e-25	112.1
k141_1949704_length_23093_cov_8.6266_4	iPC815.YPO3400	46.0	137	69	3	1	133	1	136	1.3e-24	110.2
k141_1949704_length_23093_cov_8.6266_6	iYO844.BSU27200	55.4	249	109	2	7	254	5	252	2.1e-74	276.2
k141_1949704_length_23093_cov_8.6266_7	iJN1463.PP_0535	41.1	715	380	10	10	701	29	725	1.2e-143	507.7
k141_1949704_length_23093_cov_8.6266_11	iCN900.CD630_04310	24.4	525	315	14	8	515	7	466	2.6e-21	100.9
k141_1949704_length_23093_cov_8.6266_11	iJN1463.PP_2455	24.4	509	278	14	21	497	30	463	1.2e-18	92.0
k141_1949704_length_23093_cov_8.6266_12	iML1515.b1967	23.5	204	144	6	20	214	71	271	1.9e-07	53.5
k141_1949704_length_23093_cov_8.6266_15	STM_v1_0.STM4234	46.4	280	150	0	2	281	8	287	1.7e-61	233.4
k141_1949704_length_23093_cov_8.6266_15	iJN1463.PP_5318	45.9	279	151	0	3	281	15	293	8.5e-61	231.1
k141_1949704_length_23093_cov_8.6266_15	iPC815.YPO0311	44.6	280	155	0	2	281	8	287	3.0e-58	222.6
k141_1949704_length_23093_cov_8.6266_16	iSF_1195.SF0538	27.6	279	158	10	13	264	4	265	1.3e-13	74.3
k141_1949704_length_23093_cov_8.6266_16	iML1515.b3697	28.6	280	155	8	13	266	4	264	2.2e-13	73.6
k141_1949704_length_23093_cov_8.6266_16	iML1515.b0766	27.6	279	158	10	13	264	4	265	2.9e-13	73.2
k141_1949704_length_23093_cov_8.6266_16	iSbBS512_1146.SbBS512_E0687	27.6	279	158	10	13	264	4	265	5.0e-13	72.4
k141_1622170_length_18039_cov_8.9227_6	iAM_Pb448.PBANKA_071570	38.1	181	98	6	51	221	155	331	1.3e-25	114.0
k141_1622170_length_18039_cov_8.9227_6	iAM_Pf480.PF3D7_0413700	38.2	165	95	5	51	212	154	314	8.4e-25	111.3
k141_1622170_length_18039_cov_8.9227_6	iAM_Pv461.PVX_089645	39.5	162	91	5	51	209	188	345	8.4e-25	111.3
k141_1622170_length_18039_cov_8.9227_6	iAM_Pc455.PCYB_052680	39.5	162	91	5	51	209	163	320	1.1e-24	110.9
k141_1622170_length_18039_cov_8.9227_7	iYS854.USA300HOU_RS10410	27.3	461	279	11	51	473	63	505	4.5e-38	156.4
k141_1622170_length_18039_cov_8.9227_9	iHN637.CLJU_RS10465	45.8	72	38	1	618	688	562	633	3.6e-12	70.9
k141_1622170_length_18039_cov_8.9227_11	iCN900.CD630_22360	34.7	288	183	3	6	289	7	293	2.2e-43	173.3
k141_1622170_length_18039_cov_8.9227_12	iYS854.USA300HOU_RS01685	25.6	262	190	2	12	270	7	266	1.3e-18	90.9
k141_1622170_length_18039_cov_8.9227_14	iJN1463.PP_1167	33.3	63	42	0	4	66	364	426	1.2e-05	45.8
k141_1622170_length_18039_cov_8.9227_14	iSynCJ816.SGL_RS10910	43.5	62	33	1	5	64	381	442	7.9e-05	43.1
k141_1622170_length_18039_cov_8.9227_16	STM_v1_0.STM3672	36.0	186	115	1	185	366	1	186	2.1e-28	124.0
k141_1622170_length_18039_cov_8.9227_16	iML1515.b3578	37.4	187	111	3	185	366	1	186	6.0e-28	122.5
k141_1622170_length_18039_cov_8.9227_17	STM_v1_0.STM3673	34.3	300	192	5	3	300	6	302	3.2e-43	172.9
k141_1622170_length_18039_cov_8.9227_17	iML1515.b3579	32.2	301	199	5	2	300	5	302	3.9e-41	166.0
k141_1622170_length_18039_cov_8.9227_18	iCN900.CD630_22400	48.3	60	29	1	1	60	236	293	8.9e-08	52.8
k141_1622170_length_18039_cov_8.9227_19	iCN900.CD630_22400	69.1	220	68	0	7	226	5	224	4.4e-87	318.2
k141_1622170_length_18039_cov_8.9227_19	iYS854.USA300HOU_RS01675	61.2	224	87	0	7	230	4	227	2.6e-79	292.4
k141_1622170_length_18039_cov_8.9227_20	iYS854.USA300HOU_RS01690	57.8	218	91	1	13	230	2	218	2.1e-60	229.6
k141_690424_length_16808_cov_6.5655_8	iSF_1195.SF0957	36.6	134	80	3	204	336	209	338	5.9e-16	82.4
k141_690424_length_16808_cov_6.5655_8	iML1515.b0957	36.7	128	77	2	209	336	213	336	1.3e-15	81.3
k141_690424_length_16808_cov_6.5655_8	iSbBS512_1146.SbBS512_E2359	36.7	128	77	2	209	336	213	336	1.3e-15	81.3
k141_690424_length_16808_cov_6.5655_8	iSDY_1059.SDY_0930	36.7	128	77	2	209	336	217	340	1.3e-15	81.3
k141_690424_length_16808_cov_6.5655_8	iSSON_1240.SSON_0961	36.7	128	77	2	209	336	213	336	1.3e-15	81.3
k141_690424_length_16808_cov_6.5655_8	iYL1228.KPN_00986	35.2	128	79	2	209	336	223	346	5.0e-15	79.3
k141_690424_length_16808_cov_6.5655_8	iPC815.YPO1435	33.6	128	81	2	209	336	220	343	1.2e-13	74.7
k141_690424_length_16808_cov_6.5655_9	iJN1463.PP_1765	27.0	159	98	4	42	194	50	196	3.1e-06	49.7
k141_690424_length_16808_cov_6.5655_9	iPC815.YPO1215	28.9	152	98	4	42	191	59	202	3.1e-06	49.7
k141_690424_length_16808_cov_6.5655_9	iCN718.ABAYE_RS19010	31.6	114	74	3	42	152	53	165	9.1e-06	48.1
k141_690424_length_16808_cov_6.5655_10	iJN1463.PP_0832	60.9	338	128	2	18	354	2	336	6.9e-108	387.9
k141_690424_length_16808_cov_6.5655_11	iAF692.Mbar_A2989	38.4	159	93	3	42	197	40	196	7.6e-23	104.8
k141_690424_length_16808_cov_6.5655_11	iAF692.Mbar_A1837	33.7	193	115	5	2	185	1	189	3.8e-22	102.4
k141_690424_length_16808_cov_6.5655_11	iCN718.ABAYE_RS07665	36.2	174	104	5	18	187	22	192	4.6e-20	95.5
k141_1428207_length_14006_cov_8.2774_3	iSynCJ816.SGL_RS02550	37.8	270	157	7	23	284	30	296	5.9e-49	191.8
k141_1428207_length_14006_cov_8.2774_6	iCN718.ABAYE_RS14690	37.7	411	248	5	1	407	1	407	4.2e-69	259.2
k141_1428207_length_14006_cov_8.2774_6	iJN1463.PP_1916	37.2	422	236	10	3	408	5	413	3.6e-68	256.1
k141_1428207_length_14006_cov_8.2774_6	STM_v1_0.STM1197	38.2	411	244	7	3	406	5	412	3.0e-67	253.1
k141_1428207_length_14006_cov_8.2774_6	iPC815.YPO2757	36.6	413	252	7	1	409	1	407	4.4e-66	249.2
k141_1428207_length_14006_cov_8.2774_6	iPC815.YPO1601	37.0	411	249	7	3	406	5	412	7.5e-66	248.4
k141_1428207_length_14006_cov_8.2774_6	iSSON_1240.SSON_1115	37.2	411	248	7	3	406	5	412	3.7e-65	246.1
k141_1428207_length_14006_cov_8.2774_6	iYL1228.KPN_01093	37.5	411	247	7	3	406	5	412	4.8e-65	245.7
k141_1428207_length_14006_cov_8.2774_6	iML1515.b1095	37.0	411	249	7	3	406	5	412	1.1e-64	244.6
k141_1428207_length_14006_cov_8.2774_6	iSF_1195.SF1099	37.0	411	249	7	3	406	5	412	1.1e-64	244.6
k141_1428207_length_14006_cov_8.2774_6	iSDY_1059.SDY_2055	37.0	411	249	7	3	406	5	412	2.4e-64	243.4
k141_1428207_length_14006_cov_8.2774_6	iHN637.CLJU_RS20760	33.1	417	261	8	3	409	4	412	1.6e-63	240.7
k141_1428207_length_14006_cov_8.2774_6	iSbBS512_1146.SbBS512_E2229	36.7	411	250	7	3	406	5	412	1.6e-63	240.7
k141_1428207_length_14006_cov_8.2774_6	iYO844.BSU11340	35.3	416	249	9	3	407	5	411	2.2e-62	236.9
k141_1428207_length_14006_cov_8.2774_6	iJN1463.PP_4175	34.7	409	259	6	1	407	1	403	6.5e-62	235.3
k141_1428207_length_14006_cov_8.2774_7	iAF987.Gmet_1601	48.6	243	121	4	3	243	4	244	3.8e-49	192.2
k141_1428207_length_14006_cov_8.2774_7	iHN637.CLJU_RS20765	43.4	242	134	2	4	243	6	246	7.9e-47	184.5
